!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
 3448   84   45 .45E-12 .43E-12 .45E-12 .49E-12 .56E-12 .63E-12 .80E-12 .10E-11 .12E-11 .15E-11
 3449   84   46 .51E-12 .49E-12 .50E-12 .55E-12 .63E-12 .71E-12 .90E-12 .11E-11 .14E-11 .16E-11
 3450   84   47 .53E-12 .63E-12 .71E-12 .77E-12 .83E-12 .87E-12 .95E-12 .10E-11 .11E-11 .12E-11
 3451   84   48 .45E-12 .53E-12 .61E-12 .69E-12 .76E-12 .83E-12 .93E-12 .10E-11 .11E-11 .11E-11
 3452   84   49 .11E-11 .13E-11 .14E-11 .15E-11 .17E-11 .17E-11 .19E-11 .21E-11 .22E-11 .24E-11
 3453   84   50 .90E-12 .11E-11 .12E-11 .14E-11 .15E-11 .17E-11 .19E-11 .21E-11 .22E-11 .23E-11
 3454   84   51 .16E-11 .19E-11 .21E-11 .23E-11 .25E-11 .26E-11 .29E-11 .31E-11 .34E-11 .36E-11
 3455   84   52 .13E-11 .16E-11 .18E-11 .21E-11 .23E-11 .25E-11 .28E-11 .31E-11 .33E-11 .34E-11
 3456   84   53 .12E-11 .14E-11 .15E-11 .17E-11 .18E-11 .18E-11 .20E-11 .22E-11 .23E-11 .25E-11
 3457   84   54 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11 .30E-11
 3458   84   55 .18E-11 .21E-11 .23E-11 .25E-11 .26E-11 .28E-11 .30E-11 .33E-11 .35E-11 .37E-11
 3459   84   56 .19E-11 .23E-11 .26E-11 .29E-11 .32E-11 .34E-11 .38E-11 .41E-11 .43E-11 .45E-11
 3460   84   57 .24E-11 .28E-11 .31E-11 .33E-11 .35E-11 .37E-11 .40E-11 .43E-11 .47E-11 .49E-11
 3461   84   58 .26E-11 .30E-11 .35E-11 .39E-11 .42E-11 .45E-11 .50E-11 .54E-11 .57E-11 .59E-11
 3462   84   59 .33E-11 .32E-11 .30E-11 .29E-11 .28E-11 .28E-11 .27E-11 .27E-11 .27E-11 .27E-11
 3463   84   60 .30E-11 .29E-11 .27E-11 .26E-11 .26E-11 .25E-11 .24E-11 .24E-11 .24E-11 .24E-11
 3464   84   61 .27E-11 .26E-11 .24E-11 .23E-11 .23E-11 .22E-11 .22E-11 .21E-11 .21E-11 .21E-11
 3465   84   62 .46E-12 .64E-12 .82E-12 .10E-11 .12E-11 .14E-11 .17E-11 .21E-11 .25E-11 .27E-11
 3466   84   63 .52E-12 .72E-12 .93E-12 .11E-11 .14E-11 .16E-11 .20E-11 .24E-11 .28E-11 .31E-11
 3467   84   64 .57E-12 .80E-12 .10E-11 .13E-11 .15E-11 .17E-11 .22E-11 .27E-11 .31E-11 .34E-11
 3468   84   65 .76E-11 .83E-11 .85E-11 .87E-11 .88E-11 .89E-11 .90E-11 .92E-11 .94E-11 .97E-11
 3469   84   66 .14E-11 .16E-11 .19E-11 .21E-11 .23E-11 .25E-11 .28E-11 .31E-11 .33E-11 .35E-11
 3470   84   67 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .12E-10 .12E-10 .13E-10 .13E-10
 3471   84   68 .18E-11 .22E-11 .25E-11 .28E-11 .31E-11 .33E-11 .37E-11 .41E-11 .44E-11 .46E-11
 3472   84   69 .13E-10 .14E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10 .15E-10 .16E-10 .16E-10
 3473   84   70 .23E-11 .27E-11 .31E-11 .35E-11 .38E-11 .42E-11 .47E-11 .51E-11 .55E-11 .58E-11
 3474   84   71 .43E-11 .46E-11 .48E-11 .49E-11 .50E-11 .52E-11 .54E-11 .56E-11 .59E-11 .61E-11
 3475   84   72 .73E-11 .79E-11 .83E-11 .86E-11 .90E-11 .92E-11 .97E-11 .10E-10 .10E-10 .11E-10
 3476   84   73 .54E-11 .57E-11 .59E-11 .61E-11 .63E-11 .65E-11 .67E-11 .71E-11 .74E-11 .77E-11
 3477   84   74 .91E-11 .99E-11 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10
 3478   84   75 .65E-11 .69E-11 .71E-11 .74E-11 .76E-11 .78E-11 .81E-11 .85E-11 .88E-11 .92E-11
 3479   84   76 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10
 3480   84   77 .15E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11 .19E-11 .20E-11
 3481   84   78 .14E-11 .15E-11 .15E-11 .16E-11 .16E-11 .16E-11 .16E-11 .17E-11 .18E-11 .18E-11
 3482   84   79 .13E-11 .14E-11 .14E-11 .14E-11 .14E-11 .14E-11 .15E-11 .15E-11 .16E-11 .16E-11
 3483   84   80 .57E-12 .98E-12 .13E-11 .15E-11 .17E-11 .18E-11 .20E-11 .23E-11 .25E-11 .26E-11
 3484   84   81 .63E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11 .23E-11 .25E-11 .27E-11 .29E-11
 3485   84   82 .69E-12 .12E-11 .15E-11 .18E-11 .20E-11 .22E-11 .25E-11 .28E-11 .30E-11 .32E-11
 3486   84   83 .20E-09 .32E-09 .35E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09
 3487   85    1 .19E-12 .24E-12 .28E-12 .32E-12 .35E-12 .37E-12 .41E-12 .45E-12 .49E-12 .52E-12
 3488   85    2 .95E-13 .12E-12 .14E-12 .16E-12 .17E-12 .19E-12 .21E-12 .23E-12 .24E-12 .26E-12
 3489   85    3 .11E-12 .13E-12 .16E-12 .18E-12 .20E-12 .21E-12 .24E-12 .26E-12 .28E-12 .29E-12
 3490   85    4 .21E-12 .27E-12 .31E-12 .36E-12 .39E-12 .42E-12 .47E-12 .52E-12 .56E-12 .59E-12
 3491   85    5 .23E-12 .26E-12 .28E-12 .29E-12 .30E-12 .31E-12 .33E-12 .34E-12 .36E-12 .38E-12
 3492   85    6 .15E-12 .17E-12 .18E-12 .19E-12 .20E-12 .21E-12 .22E-12 .23E-12 .24E-12 .26E-12
 3493   85    7 .77E-13 .87E-13 .92E-13 .97E-13 .10E-12 .10E-12 .11E-12 .11E-12 .12E-12 .13E-12
 3494   85    8 .17E-12 .23E-12 .29E-12 .35E-12 .40E-12 .45E-12 .53E-12 .62E-12 .68E-12 .73E-12
 3495   85    9 .35E-12 .46E-12 .57E-12 .69E-12 .80E-12 .90E-12 .11E-11 .12E-11 .14E-11 .15E-11
 3496   85   10 .52E-12 .69E-12 .86E-12 .10E-11 .12E-11 .13E-11 .16E-11 .18E-11 .20E-11 .22E-11
 3497   85   11 .65E-12 .77E-12 .87E-12 .96E-12 .10E-11 .11E-11 .12E-11 .14E-11 .15E-11 .16E-11
 3498   85   12 .49E-12 .58E-12 .65E-12 .72E-12 .78E-12 .83E-12 .92E-12 .10E-11 .11E-11 .12E-11
 3499   85   13 .32E-12 .39E-12 .44E-12 .48E-12 .52E-12 .56E-12 .61E-12 .68E-12 .73E-12 .78E-12
 3500   85   14 .85E-13 .95E-13 .10E-12 .11E-12 .11E-12 .11E-12 .12E-12 .13E-12 .13E-12 .14E-12
 3501   85   15 .13E-12 .14E-12 .15E-12 .16E-12 .16E-12 .17E-12 .18E-12 .19E-12 .20E-12 .20E-12
 3502   85   16 .17E-12 .19E-12 .20E-12 .21E-12 .22E-12 .23E-12 .24E-12 .25E-12 .26E-12 .27E-12
 3503   85   17 .37E-12 .42E-12 .44E-12 .46E-12 .47E-12 .49E-12 .51E-12 .54E-12 .56E-12 .59E-12
 3504   85   18 .30E-12 .33E-12 .35E-12 .37E-12 .38E-12 .39E-12 .41E-12 .43E-12 .45E-12 .47E-12
 3505   85   19 .22E-12 .25E-12 .26E-12 .27E-12 .28E-12 .29E-12 .31E-12 .32E-12 .34E-12 .35E-12
 3506   85   20 .49E-12 .60E-12 .72E-12 .84E-12 .96E-12 .11E-11 .13E-11 .16E-11 .18E-11 .19E-11
 3507   85   21 .66E-12 .80E-12 .95E-12 .11E-11 .13E-11 .14E-11 .17E-11 .21E-11 .23E-11 .26E-11
 3508   85   22 .82E-12 .10E-11 .12E-11 .14E-11 .16E-11 .18E-11 .22E-11 .26E-11 .29E-11 .32E-11
 3509   85   23 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .22E-11 .24E-11 .26E-11
 3510   85   24 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11 .21E-11
 3511   85   25 .94E-12 .10E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11
 3512   85   26 .31E-12 .35E-12 .40E-12 .45E-12 .50E-12 .55E-12 .63E-12 .71E-12 .78E-12 .84E-12
 3513   85   27 .38E-12 .44E-12 .50E-12 .57E-12 .62E-12 .68E-12 .78E-12 .89E-12 .98E-12 .11E-11
 3514   85   28 .46E-12 .53E-12 .60E-12 .68E-12 .75E-12 .82E-12 .94E-12 .11E-11 .12E-11 .13E-11
 3515   85   29 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11 .24E-11 .26E-11 .28E-11 .30E-11
 3516   85   30 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .22E-11 .24E-11 .26E-11
 3517   85   31 .12E-11 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11
 3518   85   32 .32E-12 .35E-12 .40E-12 .46E-12 .54E-12 .62E-12 .81E-12 .10E-11 .12E-11 .14E-11
 3519   85   33 .38E-12 .42E-12 .47E-12 .55E-12 .64E-12 .75E-12 .97E-12 .12E-11 .15E-11 .17E-11
 3520   85   34 .44E-12 .49E-12 .55E-12 .64E-12 .75E-12 .87E-12 .11E-11 .15E-11 .17E-11 .20E-11
 3521   85   35 .83E-12 .87E-12 .87E-12 .86E-12 .87E-12 .87E-12 .90E-12 .96E-12 .10E-11 .11E-11
 3522   85   36 .72E-12 .76E-12 .76E-12 .76E-12 .76E-12 .76E-12 .79E-12 .84E-12 .89E-12 .95E-12
 3523   85   37 .62E-12 .65E-12 .65E-12 .65E-12 .65E-12 .66E-12 .68E-12 .72E-12 .76E-12 .81E-12
 3524   85   38 .79E-12 .88E-12 .99E-12 .11E-11 .13E-11 .14E-11 .17E-11 .19E-11 .22E-11 .24E-11
 3525   85   39 .92E-12 .10E-11 .12E-11 .13E-11 .15E-11 .16E-11 .19E-11 .23E-11 .25E-11 .28E-11
 3526   85   40 .11E-11 .12E-11 .13E-11 .15E-11 .17E-11 .19E-11 .22E-11 .26E-11 .29E-11 .32E-11
 3527   85   41 .23E-11 .22E-11 .21E-11 .21E-11 .22E-11 .22E-11 .23E-11 .24E-11 .25E-11 .26E-11
 3528   85   42 .20E-11 .20E-11 .19E-11 .19E-11 .19E-11 .20E-11 .20E-11 .21E-11 .22E-11 .23E-11
 3529   85   43 .18E-11 .17E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .19E-11 .19E-11 .20E-11
 3530   85   44 .40E-12 .38E-12 .39E-12 .43E-12 .49E-12 .55E-12 .70E-12 .89E-12 .11E-11 .13E-11
 3531   85   45 .45E-12 .43E-12 .45E-12 .49E-12 .56E-12 .63E-12 .80E-12 .10E-11 .12E-11 .15E-11
 3532   85   46 .51E-12 .49E-12 .50E-12 .55E-12 .63E-12 .71E-12 .90E-12 .11E-11 .14E-11 .16E-11
 3533   85   47 .53E-12 .63E-12 .71E-12 .77E-12 .83E-12 .87E-12 .95E-12 .10E-11 .11E-11 .12E-11
 3534   85   48 .45E-12 .53E-12 .61E-12 .69E-12 .76E-12 .83E-12 .93E-12 .10E-11 .11E-11 .11E-11
 3535   85   49 .11E-11 .13E-11 .14E-11 .15E-11 .17E-11 .17E-11 .19E-11 .21E-11 .22E-11 .24E-11
 3536   85   50 .90E-12 .11E-11 .12E-11 .14E-11 .15E-11 .17E-11 .19E-11 .21E-11 .22E-11 .23E-11
 3537   85   51 .16E-11 .19E-11 .21E-11 .23E-11 .25E-11 .26E-11 .29E-11 .31E-11 .34E-11 .36E-11
 3538   85   52 .13E-11 .16E-11 .18E-11 .21E-11 .23E-11 .25E-11 .28E-11 .31E-11 .33E-11 .34E-11
 3539   85   53 .12E-11 .14E-11 .15E-11 .17E-11 .18E-11 .18E-11 .20E-11 .22E-11 .23E-11 .25E-11
 3540   85   54 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11 .30E-11
 3541   85   55 .18E-11 .21E-11 .23E-11 .25E-11 .26E-11 .28E-11 .30E-11 .33E-11 .35E-11 .37E-11
 3542   85   56 .19E-11 .23E-11 .26E-11 .29E-11 .32E-11 .34E-11 .38E-11 .41E-11 .43E-11 .45E-11
 3543   85   57 .24E-11 .28E-11 .31E-11 .33E-11 .35E-11 .37E-11 .40E-11 .43E-11 .47E-11 .49E-11
 3544   85   58 .26E-11 .30E-11 .35E-11 .39E-11 .42E-11 .45E-11 .50E-11 .54E-11 .57E-11 .59E-11
 3545   85   59 .33E-11 .32E-11 .30E-11 .29E-11 .28E-11 .28E-11 .27E-11 .27E-11 .27E-11 .27E-11
 3546   85   60 .30E-11 .29E-11 .27E-11 .26E-11 .26E-11 .25E-11 .24E-11 .24E-11 .24E-11 .24E-11
 3547   85   61 .27E-11 .26E-11 .24E-11 .23E-11 .23E-11 .22E-11 .22E-11 .21E-11 .21E-11 .21E-11
 3548   85   62 .46E-12 .64E-12 .82E-12 .10E-11 .12E-11 .14E-11 .17E-11 .21E-11 .25E-11 .27E-11
 3549   85   63 .52E-12 .72E-12 .93E-12 .11E-11 .14E-11 .16E-11 .20E-11 .24E-11 .28E-11 .31E-11
 3550   85   64 .57E-12 .80E-12 .10E-11 .13E-11 .15E-11 .17E-11 .22E-11 .27E-11 .31E-11 .34E-11
 3551   85   65 .76E-11 .83E-11 .85E-11 .87E-11 .88E-11 .89E-11 .90E-11 .92E-11 .94E-11 .97E-11
 3552   85   66 .14E-11 .16E-11 .19E-11 .21E-11 .23E-11 .25E-11 .28E-11 .31E-11 .33E-11 .35E-11
 3553   85   67 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .12E-10 .12E-10 .13E-10 .13E-10
 3554   85   68 .18E-11 .22E-11 .25E-11 .28E-11 .31E-11 .33E-11 .37E-11 .41E-11 .44E-11 .46E-11
 3555   85   69 .13E-10 .14E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10 .15E-10 .16E-10 .16E-10
 3556   85   70 .23E-11 .27E-11 .31E-11 .35E-11 .38E-11 .42E-11 .47E-11 .51E-11 .55E-11 .58E-11
 3557   85   71 .43E-11 .46E-11 .48E-11 .49E-11 .50E-11 .52E-11 .54E-11 .56E-11 .59E-11 .61E-11
 3558   85   72 .73E-11 .79E-11 .83E-11 .86E-11 .90E-11 .92E-11 .97E-11 .10E-10 .10E-10 .11E-10
 3559   85   73 .54E-11 .57E-11 .59E-11 .61E-11 .63E-11 .65E-11 .67E-11 .71E-11 .74E-11 .77E-11
 3560   85   74 .91E-11 .99E-11 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10
 3561   85   75 .65E-11 .69E-11 .71E-11 .74E-11 .76E-11 .78E-11 .81E-11 .85E-11 .88E-11 .92E-11
 3562   85   76 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10
 3563   85   77 .15E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11 .19E-11 .20E-11
 3564   85   78 .14E-11 .15E-11 .15E-11 .16E-11 .16E-11 .16E-11 .16E-11 .17E-11 .18E-11 .18E-11
 3565   85   79 .13E-11 .14E-11 .14E-11 .14E-11 .14E-11 .14E-11 .15E-11 .15E-11 .16E-11 .16E-11
 3566   85   80 .57E-12 .98E-12 .13E-11 .15E-11 .17E-11 .18E-11 .20E-11 .23E-11 .25E-11 .26E-11
 3567   85   81 .63E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11 .23E-11 .25E-11 .27E-11 .29E-11
 3568   85   82 .69E-12 .12E-11 .15E-11 .18E-11 .20E-11 .22E-11 .25E-11 .28E-11 .30E-11 .32E-11
 3569   85   83 .20E-09 .32E-09 .35E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09
 3570   85   84 .24E-09 .38E-09 .42E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09
 3571   86    1 .28E-12 .34E-12 .41E-12 .47E-12 .52E-12 .56E-12 .64E-12 .71E-12 .77E-12 .81E-12
 3572   86    2 .14E-12 .17E-12 .20E-12 .23E-12 .26E-12 .28E-12 .32E-12 .36E-12 .38E-12 .41E-12
 3573   86    3 .13E-12 .16E-12 .19E-12 .22E-12 .24E-12 .26E-12 .29E-12 .32E-12 .35E-12 .37E-12
 3574   86    4 .25E-12 .32E-12 .38E-12 .43E-12 .48E-12 .52E-12 .58E-12 .64E-12 .70E-12 .75E-12
 3575   86    5 .61E-12 .80E-12 .99E-12 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .24E-11 .25E-11
 3576   86    6 .41E-12 .53E-12 .66E-12 .79E-12 .91E-12 .10E-11 .12E-11 .14E-11 .16E-11 .17E-11
 3577   86    7 .20E-12 .27E-12 .33E-12 .40E-12 .46E-12 .51E-12 .61E-12 .71E-12 .79E-12 .85E-12
 3578   86    8 .14E-12 .16E-12 .17E-12 .18E-12 .19E-12 .20E-12 .21E-12 .23E-12 .24E-12 .26E-12
 3579   86    9 .28E-12 .32E-12 .34E-12 .37E-12 .39E-12 .40E-12 .43E-12 .46E-12 .49E-12 .51E-12
 3580   86   10 .42E-12 .48E-12 .52E-12 .55E-12 .58E-12 .60E-12 .64E-12 .69E-12 .73E-12 .77E-12
 3581   86   11 .29E-12 .32E-12 .33E-12 .34E-12 .35E-12 .36E-12 .37E-12 .38E-12 .39E-12 .40E-12
 3582   86   12 .22E-12 .24E-12 .25E-12 .26E-12 .26E-12 .27E-12 .28E-12 .29E-12 .29E-12 .30E-12
 3583   86   13 .15E-12 .16E-12 .17E-12 .17E-12 .17E-12 .18E-12 .18E-12 .19E-12 .20E-12 .20E-12
 3584   86   14 .40E-12 .47E-12 .53E-12 .59E-12 .64E-12 .68E-12 .75E-12 .82E-12 .89E-12 .95E-12
 3585   86   15 .60E-12 .71E-12 .80E-12 .88E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3586   86   16 .80E-12 .94E-12 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .19E-11
 3587   86   17 .10E-11 .12E-11 .14E-11 .16E-11 .19E-11 .21E-11 .25E-11 .29E-11 .33E-11 .36E-11
 3588   86   18 .80E-12 .97E-12 .11E-11 .13E-11 .15E-11 .17E-11 .20E-11 .23E-11 .26E-11 .29E-11
 3589   86   19 .60E-12 .73E-12 .85E-12 .99E-12 .11E-11 .12E-11 .15E-11 .17E-11 .20E-11 .21E-11
 3590   86   20 .39E-12 .42E-12 .43E-12 .44E-12 .44E-12 .45E-12 .46E-12 .47E-12 .49E-12 .50E-12
 3591   86   21 .52E-12 .56E-12 .57E-12 .58E-12 .59E-12 .60E-12 .61E-12 .63E-12 .65E-12 .67E-12
 3592   86   22 .65E-12 .70E-12 .72E-12 .73E-12 .74E-12 .75E-12 .77E-12 .79E-12 .81E-12 .84E-12
 3593   86   23 .43E-12 .51E-12 .57E-12 .63E-12 .69E-12 .75E-12 .85E-12 .95E-12 .10E-11 .11E-11
 3594   86   24 .36E-12 .42E-12 .48E-12 .53E-12 .58E-12 .62E-12 .71E-12 .79E-12 .86E-12 .92E-12
 3595   86   25 .29E-12 .34E-12 .38E-12 .42E-12 .46E-12 .50E-12 .57E-12 .64E-12 .69E-12 .74E-12
 3596   86   26 .11E-11 .12E-11 .12E-11 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11
 3597   86   27 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .22E-11
 3598   86   28 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11 .24E-11 .25E-11 .27E-11
 3599   86   29 .73E-12 .80E-12 .87E-12 .97E-12 .11E-11 .12E-11 .15E-11 .18E-11 .21E-11 .24E-11
 3600   86   30 .63E-12 .68E-12 .74E-12 .83E-12 .93E-12 .10E-11 .13E-11 .16E-11 .18E-11 .20E-11
 3601   86   31 .52E-12 .57E-12 .62E-12 .69E-12 .77E-12 .86E-12 .11E-11 .13E-11 .15E-11 .17E-11
 3602   86   32 .94E-12 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11
 3603   86   33 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11
 3604   86   34 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .23E-11
 3605   86   35 .94E-12 .11E-11 .13E-11 .14E-11 .16E-11 .18E-11 .22E-11 .26E-11 .29E-11 .31E-11
 3606   86   36 .82E-12 .95E-12 .11E-11 .13E-11 .14E-11 .16E-11 .19E-11 .22E-11 .25E-11 .27E-11
 3607   86   37 .70E-12 .82E-12 .94E-12 .11E-11 .12E-11 .14E-11 .16E-11 .19E-11 .22E-11 .23E-11
 3608   86   38 .77E-12 .78E-12 .77E-12 .77E-12 .78E-12 .79E-12 .83E-12 .89E-12 .96E-12 .10E-11
 3609   86   39 .90E-12 .91E-12 .90E-12 .90E-12 .91E-12 .92E-12 .97E-12 .10E-11 .11E-11 .12E-11
 3610   86   40 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3611   86   41 .46E-12 .46E-12 .50E-12 .58E-12 .67E-12 .78E-12 .10E-11 .13E-11 .16E-11 .18E-11
 3612   86   42 .40E-12 .41E-12 .44E-12 .51E-12 .60E-12 .69E-12 .89E-12 .11E-11 .14E-11 .16E-11
 3613   86   43 .35E-12 .36E-12 .39E-12 .45E-12 .52E-12 .60E-12 .78E-12 .10E-11 .12E-11 .14E-11
 3614   86   44 .16E-11 .16E-11 .16E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .17E-11 .18E-11
 3615   86   45 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .20E-11 .20E-11
 3616   86   46 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11 .22E-11 .23E-11
 3617   86   47 .34E-12 .41E-12 .48E-12 .56E-12 .64E-12 .71E-12 .83E-12 .94E-12 .10E-11 .11E-11
 3618   86   48 .48E-12 .58E-12 .65E-12 .71E-12 .77E-12 .82E-12 .90E-12 .10E-11 .11E-11 .12E-11
 3619   86   49 .67E-12 .81E-12 .97E-12 .11E-11 .13E-11 .14E-11 .17E-11 .19E-11 .20E-11 .22E-11
 3620   86   50 .96E-12 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .20E-11 .22E-11 .23E-11
 3621   86   51 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .25E-11 .28E-11 .31E-11 .33E-11
 3622   86   52 .14E-11 .17E-11 .20E-11 .21E-11 .23E-11 .24E-11 .27E-11 .30E-11 .33E-11 .35E-11
 3623   86   53 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .22E-11 .24E-11 .27E-11 .28E-11 .29E-11
 3624   86   54 .11E-11 .13E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .22E-11 .24E-11 .25E-11
 3625   86   55 .19E-11 .22E-11 .25E-11 .28E-11 .31E-11 .33E-11 .37E-11 .40E-11 .42E-11 .44E-11
 3626   86   56 .17E-11 .20E-11 .22E-11 .24E-11 .26E-11 .27E-11 .30E-11 .33E-11 .35E-11 .38E-11
 3627   86   57 .25E-11 .29E-11 .34E-11 .38E-11 .41E-11 .44E-11 .49E-11 .53E-11 .56E-11 .59E-11
 3628   86   58 .22E-11 .27E-11 .30E-11 .32E-11 .35E-11 .36E-11 .40E-11 .44E-11 .47E-11 .50E-11
 3629   86   59 .56E-12 .78E-12 .10E-11 .12E-11 .15E-11 .17E-11 .22E-11 .27E-11 .31E-11 .35E-11
 3630   86   60 .50E-12 .71E-12 .91E-12 .11E-11 .13E-11 .15E-11 .19E-11 .24E-11 .28E-11 .31E-11
 3631   86   61 .44E-12 .63E-12 .81E-12 .99E-12 .12E-11 .14E-11 .17E-11 .21E-11 .25E-11 .28E-11
 3632   86   62 .21E-11 .20E-11 .19E-11 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11
 3633   86   63 .24E-11 .23E-11 .22E-11 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
 3634   86   64 .26E-11 .25E-11 .24E-11 .23E-11 .23E-11 .23E-11 .22E-11 .23E-11 .23E-11 .24E-11
 3635   86   65 .13E-11 .16E-11 .19E-11 .21E-11 .24E-11 .26E-11 .29E-11 .32E-11 .35E-11 .37E-11
 3636   86   66 .85E-11 .91E-11 .93E-11 .94E-11 .95E-11 .95E-11 .97E-11 .98E-11 .10E-10 .10E-10
 3637   86   67 .17E-11 .21E-11 .25E-11 .28E-11 .32E-11 .34E-11 .39E-11 .43E-11 .46E-11 .49E-11
 3638   86   68 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .14E-10
 3639   86   69 .22E-11 .26E-11 .31E-11 .35E-11 .39E-11 .43E-11 .49E-11 .54E-11 .58E-11 .61E-11
 3640   86   70 .14E-10 .15E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .17E-10 .17E-10
 3641   86   71 .72E-11 .78E-11 .81E-11 .84E-11 .87E-11 .89E-11 .93E-11 .97E-11 .10E-10 .10E-10
 3642   86   72 .55E-11 .57E-11 .58E-11 .59E-11 .60E-11 .61E-11 .63E-11 .65E-11 .68E-11 .71E-11
 3643   86   73 .89E-11 .97E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .13E-10
 3644   86   74 .69E-11 .71E-11 .72E-11 .74E-11 .75E-11 .76E-11 .79E-11 .82E-11 .85E-11 .88E-11
 3645   86   75 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .15E-10
 3646   86   76 .82E-11 .85E-11 .87E-11 .88E-11 .90E-11 .91E-11 .94E-11 .98E-11 .10E-10 .11E-10
 3647   86   77 .52E-12 .91E-12 .12E-11 .14E-11 .15E-11 .17E-11 .19E-11 .22E-11 .24E-11 .26E-11
 3648   86   78 .47E-12 .83E-12 .11E-11 .12E-11 .14E-11 .15E-11 .17E-11 .20E-11 .22E-11 .24E-11
 3649   86   79 .42E-12 .75E-12 .95E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
 3650   86   80 .17E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .19E-11
 3651   86   81 .19E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
