!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
 3652   86   82 .21E-11 .23E-11 .23E-11 .22E-11 .22E-11 .22E-11 .22E-11 .22E-11 .23E-11 .23E-11
 3653   86   83 .20E-11 .24E-11 .27E-11 .30E-11 .33E-11 .36E-11 .40E-11 .45E-11 .48E-11 .51E-11
 3654   86   84 .23E-11 .29E-11 .33E-11 .36E-11 .40E-11 .43E-11 .48E-11 .54E-11 .58E-11 .61E-11
 3655   86   85 .27E-11 .34E-11 .38E-11 .42E-11 .46E-11 .50E-11 .56E-11 .63E-11 .67E-11 .71E-11
 3656   87    1 .28E-12 .34E-12 .41E-12 .47E-12 .52E-12 .56E-12 .64E-12 .71E-12 .77E-12 .81E-12
 3657   87    2 .14E-12 .17E-12 .20E-12 .23E-12 .26E-12 .28E-12 .32E-12 .36E-12 .38E-12 .41E-12
 3658   87    3 .13E-12 .16E-12 .19E-12 .22E-12 .24E-12 .26E-12 .29E-12 .32E-12 .35E-12 .37E-12
 3659   87    4 .25E-12 .32E-12 .38E-12 .43E-12 .48E-12 .52E-12 .58E-12 .64E-12 .70E-12 .75E-12
 3660   87    5 .61E-12 .80E-12 .99E-12 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .24E-11 .25E-11
 3661   87    6 .41E-12 .53E-12 .66E-12 .79E-12 .91E-12 .10E-11 .12E-11 .14E-11 .16E-11 .17E-11
 3662   87    7 .20E-12 .27E-12 .33E-12 .40E-12 .46E-12 .51E-12 .61E-12 .71E-12 .79E-12 .85E-12
 3663   87    8 .14E-12 .16E-12 .17E-12 .18E-12 .19E-12 .20E-12 .21E-12 .23E-12 .24E-12 .26E-12
 3664   87    9 .28E-12 .32E-12 .34E-12 .37E-12 .39E-12 .40E-12 .43E-12 .46E-12 .49E-12 .51E-12
 3665   87   10 .42E-12 .48E-12 .52E-12 .55E-12 .58E-12 .60E-12 .64E-12 .69E-12 .73E-12 .77E-12
 3666   87   11 .29E-12 .32E-12 .33E-12 .34E-12 .35E-12 .36E-12 .37E-12 .38E-12 .39E-12 .40E-12
 3667   87   12 .22E-12 .24E-12 .25E-12 .26E-12 .26E-12 .27E-12 .28E-12 .29E-12 .29E-12 .30E-12
 3668   87   13 .15E-12 .16E-12 .17E-12 .17E-12 .17E-12 .18E-12 .18E-12 .19E-12 .20E-12 .20E-12
 3669   87   14 .40E-12 .47E-12 .53E-12 .59E-12 .64E-12 .68E-12 .75E-12 .82E-12 .89E-12 .95E-12
 3670   87   15 .60E-12 .71E-12 .80E-12 .88E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3671   87   16 .80E-12 .94E-12 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .19E-11
 3672   87   17 .10E-11 .12E-11 .14E-11 .16E-11 .19E-11 .21E-11 .25E-11 .29E-11 .33E-11 .36E-11
 3673   87   18 .80E-12 .97E-12 .11E-11 .13E-11 .15E-11 .17E-11 .20E-11 .23E-11 .26E-11 .29E-11
 3674   87   19 .60E-12 .73E-12 .85E-12 .99E-12 .11E-11 .12E-11 .15E-11 .17E-11 .20E-11 .21E-11
 3675   87   20 .39E-12 .42E-12 .43E-12 .44E-12 .44E-12 .45E-12 .46E-12 .47E-12 .49E-12 .50E-12
 3676   87   21 .52E-12 .56E-12 .57E-12 .58E-12 .59E-12 .60E-12 .61E-12 .63E-12 .65E-12 .67E-12
 3677   87   22 .65E-12 .70E-12 .72E-12 .73E-12 .74E-12 .75E-12 .77E-12 .79E-12 .81E-12 .84E-12
 3678   87   23 .43E-12 .51E-12 .57E-12 .63E-12 .69E-12 .75E-12 .85E-12 .95E-12 .10E-11 .11E-11
 3679   87   24 .36E-12 .42E-12 .48E-12 .53E-12 .58E-12 .62E-12 .71E-12 .79E-12 .86E-12 .92E-12
 3680   87   25 .29E-12 .34E-12 .38E-12 .42E-12 .46E-12 .50E-12 .57E-12 .64E-12 .69E-12 .74E-12
 3681   87   26 .11E-11 .12E-11 .12E-11 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11
 3682   87   27 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .22E-11
 3683   87   28 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11 .24E-11 .25E-11 .27E-11
 3684   87   29 .73E-12 .80E-12 .87E-12 .97E-12 .11E-11 .12E-11 .15E-11 .18E-11 .21E-11 .24E-11
 3685   87   30 .63E-12 .68E-12 .74E-12 .83E-12 .93E-12 .10E-11 .13E-11 .16E-11 .18E-11 .20E-11
 3686   87   31 .52E-12 .57E-12 .62E-12 .69E-12 .77E-12 .86E-12 .11E-11 .13E-11 .15E-11 .17E-11
 3687   87   32 .94E-12 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11
 3688   87   33 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11
 3689   87   34 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .23E-11
 3690   87   35 .94E-12 .11E-11 .13E-11 .14E-11 .16E-11 .18E-11 .22E-11 .26E-11 .29E-11 .31E-11
 3691   87   36 .82E-12 .95E-12 .11E-11 .13E-11 .14E-11 .16E-11 .19E-11 .22E-11 .25E-11 .27E-11
 3692   87   37 .70E-12 .82E-12 .94E-12 .11E-11 .12E-11 .14E-11 .16E-11 .19E-11 .22E-11 .23E-11
 3693   87   38 .77E-12 .78E-12 .77E-12 .77E-12 .78E-12 .79E-12 .83E-12 .89E-12 .96E-12 .10E-11
 3694   87   39 .90E-12 .91E-12 .90E-12 .90E-12 .91E-12 .92E-12 .97E-12 .10E-11 .11E-11 .12E-11
 3695   87   40 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3696   87   41 .46E-12 .46E-12 .50E-12 .58E-12 .67E-12 .78E-12 .10E-11 .13E-11 .16E-11 .18E-11
 3697   87   42 .40E-12 .41E-12 .44E-12 .51E-12 .60E-12 .69E-12 .89E-12 .11E-11 .14E-11 .16E-11
 3698   87   43 .35E-12 .36E-12 .39E-12 .45E-12 .52E-12 .60E-12 .78E-12 .10E-11 .12E-11 .14E-11
 3699   87   44 .16E-11 .16E-11 .16E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .17E-11 .18E-11
 3700   87   45 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .20E-11 .20E-11
 3701   87   46 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11 .22E-11 .23E-11
 3702   87   47 .34E-12 .41E-12 .48E-12 .56E-12 .64E-12 .71E-12 .83E-12 .94E-12 .10E-11 .11E-11
 3703   87   48 .48E-12 .58E-12 .65E-12 .71E-12 .77E-12 .82E-12 .90E-12 .10E-11 .11E-11 .12E-11
 3704   87   49 .67E-12 .81E-12 .97E-12 .11E-11 .13E-11 .14E-11 .17E-11 .19E-11 .20E-11 .22E-11
 3705   87   50 .96E-12 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .20E-11 .22E-11 .23E-11
 3706   87   51 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .25E-11 .28E-11 .31E-11 .33E-11
 3707   87   52 .14E-11 .17E-11 .20E-11 .21E-11 .23E-11 .24E-11 .27E-11 .30E-11 .33E-11 .35E-11
 3708   87   53 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .22E-11 .24E-11 .27E-11 .28E-11 .29E-11
 3709   87   54 .11E-11 .13E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .22E-11 .24E-11 .25E-11
 3710   87   55 .19E-11 .22E-11 .25E-11 .28E-11 .31E-11 .33E-11 .37E-11 .40E-11 .42E-11 .44E-11
 3711   87   56 .17E-11 .20E-11 .22E-11 .24E-11 .26E-11 .27E-11 .30E-11 .33E-11 .35E-11 .38E-11
 3712   87   57 .25E-11 .29E-11 .34E-11 .38E-11 .41E-11 .44E-11 .49E-11 .53E-11 .56E-11 .59E-11
 3713   87   58 .22E-11 .27E-11 .30E-11 .32E-11 .35E-11 .36E-11 .40E-11 .44E-11 .47E-11 .50E-11
 3714   87   59 .56E-12 .78E-12 .10E-11 .12E-11 .15E-11 .17E-11 .22E-11 .27E-11 .31E-11 .35E-11
 3715   87   60 .50E-12 .71E-12 .91E-12 .11E-11 .13E-11 .15E-11 .19E-11 .24E-11 .28E-11 .31E-11
 3716   87   61 .44E-12 .63E-12 .81E-12 .99E-12 .12E-11 .14E-11 .17E-11 .21E-11 .25E-11 .28E-11
 3717   87   62 .21E-11 .20E-11 .19E-11 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11
 3718   87   63 .24E-11 .23E-11 .22E-11 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
 3719   87   64 .26E-11 .25E-11 .24E-11 .23E-11 .23E-11 .23E-11 .22E-11 .23E-11 .23E-11 .24E-11
 3720   87   65 .13E-11 .16E-11 .19E-11 .21E-11 .24E-11 .26E-11 .29E-11 .32E-11 .35E-11 .37E-11
 3721   87   66 .85E-11 .91E-11 .93E-11 .94E-11 .95E-11 .95E-11 .97E-11 .98E-11 .10E-10 .10E-10
 3722   87   67 .17E-11 .21E-11 .25E-11 .28E-11 .32E-11 .34E-11 .39E-11 .43E-11 .46E-11 .49E-11
 3723   87   68 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .14E-10
 3724   87   69 .22E-11 .26E-11 .31E-11 .35E-11 .39E-11 .43E-11 .49E-11 .54E-11 .58E-11 .61E-11
 3725   87   70 .14E-10 .15E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .17E-10 .17E-10
 3726   87   71 .72E-11 .78E-11 .81E-11 .84E-11 .87E-11 .89E-11 .93E-11 .97E-11 .10E-10 .10E-10
 3727   87   72 .55E-11 .57E-11 .58E-11 .59E-11 .60E-11 .61E-11 .63E-11 .65E-11 .68E-11 .71E-11
 3728   87   73 .89E-11 .97E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .13E-10
 3729   87   74 .69E-11 .71E-11 .72E-11 .74E-11 .75E-11 .76E-11 .79E-11 .82E-11 .85E-11 .88E-11
 3730   87   75 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .15E-10
 3731   87   76 .82E-11 .85E-11 .87E-11 .88E-11 .90E-11 .91E-11 .94E-11 .98E-11 .10E-10 .11E-10
 3732   87   77 .52E-12 .91E-12 .12E-11 .14E-11 .15E-11 .17E-11 .19E-11 .22E-11 .24E-11 .26E-11
 3733   87   78 .47E-12 .83E-12 .11E-11 .12E-11 .14E-11 .15E-11 .17E-11 .20E-11 .22E-11 .24E-11
 3734   87   79 .42E-12 .75E-12 .95E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
 3735   87   80 .17E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .19E-11
 3736   87   81 .19E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
 3737   87   82 .21E-11 .23E-11 .23E-11 .22E-11 .22E-11 .22E-11 .22E-11 .22E-11 .23E-11 .23E-11
 3738   87   83 .20E-11 .24E-11 .27E-11 .30E-11 .33E-11 .36E-11 .40E-11 .45E-11 .48E-11 .51E-11
 3739   87   84 .23E-11 .29E-11 .33E-11 .36E-11 .40E-11 .43E-11 .48E-11 .54E-11 .58E-11 .61E-11
 3740   87   85 .27E-11 .34E-11 .38E-11 .42E-11 .46E-11 .50E-11 .56E-11 .63E-11 .67E-11 .71E-11
 3741   87   86 .19E-09 .31E-09 .34E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09
 3742   88    1 .28E-12 .34E-12 .41E-12 .47E-12 .52E-12 .56E-12 .64E-12 .71E-12 .77E-12 .81E-12
 3743   88    2 .14E-12 .17E-12 .20E-12 .23E-12 .26E-12 .28E-12 .32E-12 .36E-12 .38E-12 .41E-12
 3744   88    3 .13E-12 .16E-12 .19E-12 .22E-12 .24E-12 .26E-12 .29E-12 .32E-12 .35E-12 .37E-12
 3745   88    4 .25E-12 .32E-12 .38E-12 .43E-12 .48E-12 .52E-12 .58E-12 .64E-12 .70E-12 .75E-12
 3746   88    5 .61E-12 .80E-12 .99E-12 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .24E-11 .25E-11
 3747   88    6 .41E-12 .53E-12 .66E-12 .79E-12 .91E-12 .10E-11 .12E-11 .14E-11 .16E-11 .17E-11
 3748   88    7 .20E-12 .27E-12 .33E-12 .40E-12 .46E-12 .51E-12 .61E-12 .71E-12 .79E-12 .85E-12
 3749   88    8 .14E-12 .16E-12 .17E-12 .18E-12 .19E-12 .20E-12 .21E-12 .23E-12 .24E-12 .26E-12
 3750   88    9 .28E-12 .32E-12 .34E-12 .37E-12 .39E-12 .40E-12 .43E-12 .46E-12 .49E-12 .51E-12
 3751   88   10 .42E-12 .48E-12 .52E-12 .55E-12 .58E-12 .60E-12 .64E-12 .69E-12 .73E-12 .77E-12
 3752   88   11 .29E-12 .32E-12 .33E-12 .34E-12 .35E-12 .36E-12 .37E-12 .38E-12 .39E-12 .40E-12
 3753   88   12 .22E-12 .24E-12 .25E-12 .26E-12 .26E-12 .27E-12 .28E-12 .29E-12 .29E-12 .30E-12
 3754   88   13 .15E-12 .16E-12 .17E-12 .17E-12 .17E-12 .18E-12 .18E-12 .19E-12 .20E-12 .20E-12
 3755   88   14 .40E-12 .47E-12 .53E-12 .59E-12 .64E-12 .68E-12 .75E-12 .82E-12 .89E-12 .95E-12
 3756   88   15 .60E-12 .71E-12 .80E-12 .88E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3757   88   16 .80E-12 .94E-12 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .19E-11
 3758   88   17 .10E-11 .12E-11 .14E-11 .16E-11 .19E-11 .21E-11 .25E-11 .29E-11 .33E-11 .36E-11
 3759   88   18 .80E-12 .97E-12 .11E-11 .13E-11 .15E-11 .17E-11 .20E-11 .23E-11 .26E-11 .29E-11
 3760   88   19 .60E-12 .73E-12 .85E-12 .99E-12 .11E-11 .12E-11 .15E-11 .17E-11 .20E-11 .21E-11
 3761   88   20 .39E-12 .42E-12 .43E-12 .44E-12 .44E-12 .45E-12 .46E-12 .47E-12 .49E-12 .50E-12
 3762   88   21 .52E-12 .56E-12 .57E-12 .58E-12 .59E-12 .60E-12 .61E-12 .63E-12 .65E-12 .67E-12
 3763   88   22 .65E-12 .70E-12 .72E-12 .73E-12 .74E-12 .75E-12 .77E-12 .79E-12 .81E-12 .84E-12
 3764   88   23 .43E-12 .51E-12 .57E-12 .63E-12 .69E-12 .75E-12 .85E-12 .95E-12 .10E-11 .11E-11
 3765   88   24 .36E-12 .42E-12 .48E-12 .53E-12 .58E-12 .62E-12 .71E-12 .79E-12 .86E-12 .92E-12
 3766   88   25 .29E-12 .34E-12 .38E-12 .42E-12 .46E-12 .50E-12 .57E-12 .64E-12 .69E-12 .74E-12
 3767   88   26 .11E-11 .12E-11 .12E-11 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11
 3768   88   27 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .22E-11
 3769   88   28 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11 .24E-11 .25E-11 .27E-11
 3770   88   29 .73E-12 .80E-12 .87E-12 .97E-12 .11E-11 .12E-11 .15E-11 .18E-11 .21E-11 .24E-11
 3771   88   30 .63E-12 .68E-12 .74E-12 .83E-12 .93E-12 .10E-11 .13E-11 .16E-11 .18E-11 .20E-11
 3772   88   31 .52E-12 .57E-12 .62E-12 .69E-12 .77E-12 .86E-12 .11E-11 .13E-11 .15E-11 .17E-11
 3773   88   32 .94E-12 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11
 3774   88   33 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11
 3775   88   34 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .23E-11
 3776   88   35 .94E-12 .11E-11 .13E-11 .14E-11 .16E-11 .18E-11 .22E-11 .26E-11 .29E-11 .31E-11
 3777   88   36 .82E-12 .95E-12 .11E-11 .13E-11 .14E-11 .16E-11 .19E-11 .22E-11 .25E-11 .27E-11
 3778   88   37 .70E-12 .82E-12 .94E-12 .11E-11 .12E-11 .14E-11 .16E-11 .19E-11 .22E-11 .23E-11
 3779   88   38 .77E-12 .78E-12 .77E-12 .77E-12 .78E-12 .79E-12 .83E-12 .89E-12 .96E-12 .10E-11
 3780   88   39 .90E-12 .91E-12 .90E-12 .90E-12 .91E-12 .92E-12 .97E-12 .10E-11 .11E-11 .12E-11
 3781   88   40 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11
 3782   88   41 .46E-12 .46E-12 .50E-12 .58E-12 .67E-12 .78E-12 .10E-11 .13E-11 .16E-11 .18E-11
 3783   88   42 .40E-12 .41E-12 .44E-12 .51E-12 .60E-12 .69E-12 .89E-12 .11E-11 .14E-11 .16E-11
 3784   88   43 .35E-12 .36E-12 .39E-12 .45E-12 .52E-12 .60E-12 .78E-12 .10E-11 .12E-11 .14E-11
 3785   88   44 .16E-11 .16E-11 .16E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .17E-11 .18E-11
 3786   88   45 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .20E-11 .20E-11
 3787   88   46 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11 .22E-11 .23E-11
 3788   88   47 .34E-12 .41E-12 .48E-12 .56E-12 .64E-12 .71E-12 .83E-12 .94E-12 .10E-11 .11E-11
 3789   88   48 .48E-12 .58E-12 .65E-12 .71E-12 .77E-12 .82E-12 .90E-12 .10E-11 .11E-11 .12E-11
 3790   88   49 .67E-12 .81E-12 .97E-12 .11E-11 .13E-11 .14E-11 .17E-11 .19E-11 .20E-11 .22E-11
 3791   88   50 .96E-12 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .18E-11 .20E-11 .22E-11 .23E-11
 3792   88   51 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .25E-11 .28E-11 .31E-11 .33E-11
 3793   88   52 .14E-11 .17E-11 .20E-11 .21E-11 .23E-11 .24E-11 .27E-11 .30E-11 .33E-11 .35E-11
 3794   88   53 .12E-11 .15E-11 .17E-11 .19E-11 .21E-11 .22E-11 .24E-11 .27E-11 .28E-11 .29E-11
 3795   88   54 .11E-11 .13E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .22E-11 .24E-11 .25E-11
 3796   88   55 .19E-11 .22E-11 .25E-11 .28E-11 .31E-11 .33E-11 .37E-11 .40E-11 .42E-11 .44E-11
 3797   88   56 .17E-11 .20E-11 .22E-11 .24E-11 .26E-11 .27E-11 .30E-11 .33E-11 .35E-11 .38E-11
 3798   88   57 .25E-11 .29E-11 .34E-11 .38E-11 .41E-11 .44E-11 .49E-11 .53E-11 .56E-11 .59E-11
 3799   88   58 .22E-11 .27E-11 .30E-11 .32E-11 .35E-11 .36E-11 .40E-11 .44E-11 .47E-11 .50E-11
 3800   88   59 .56E-12 .78E-12 .10E-11 .12E-11 .15E-11 .17E-11 .22E-11 .27E-11 .31E-11 .35E-11
 3801   88   60 .50E-12 .71E-12 .91E-12 .11E-11 .13E-11 .15E-11 .19E-11 .24E-11 .28E-11 .31E-11
 3802   88   61 .44E-12 .63E-12 .81E-12 .99E-12 .12E-11 .14E-11 .17E-11 .21E-11 .25E-11 .28E-11
 3803   88   62 .21E-11 .20E-11 .19E-11 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11
 3804   88   63 .24E-11 .23E-11 .22E-11 .21E-11 .21E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
 3805   88   64 .26E-11 .25E-11 .24E-11 .23E-11 .23E-11 .23E-11 .22E-11 .23E-11 .23E-11 .24E-11
 3806   88   65 .13E-11 .16E-11 .19E-11 .21E-11 .24E-11 .26E-11 .29E-11 .32E-11 .35E-11 .37E-11
 3807   88   66 .85E-11 .91E-11 .93E-11 .94E-11 .95E-11 .95E-11 .97E-11 .98E-11 .10E-10 .10E-10
 3808   88   67 .17E-11 .21E-11 .25E-11 .28E-11 .32E-11 .34E-11 .39E-11 .43E-11 .46E-11 .49E-11
 3809   88   68 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .13E-10 .14E-10
 3810   88   69 .22E-11 .26E-11 .31E-11 .35E-11 .39E-11 .43E-11 .49E-11 .54E-11 .58E-11 .61E-11
 3811   88   70 .14E-10 .15E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .16E-10 .17E-10 .17E-10
 3812   88   71 .72E-11 .78E-11 .81E-11 .84E-11 .87E-11 .89E-11 .93E-11 .97E-11 .10E-10 .10E-10
 3813   88   72 .55E-11 .57E-11 .58E-11 .59E-11 .60E-11 .61E-11 .63E-11 .65E-11 .68E-11 .71E-11
 3814   88   73 .89E-11 .97E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .13E-10
 3815   88   74 .69E-11 .71E-11 .72E-11 .74E-11 .75E-11 .76E-11 .79E-11 .82E-11 .85E-11 .88E-11
 3816   88   75 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .15E-10
 3817   88   76 .82E-11 .85E-11 .87E-11 .88E-11 .90E-11 .91E-11 .94E-11 .98E-11 .10E-10 .11E-10
 3818   88   77 .52E-12 .91E-12 .12E-11 .14E-11 .15E-11 .17E-11 .19E-11 .22E-11 .24E-11 .26E-11
 3819   88   78 .47E-12 .83E-12 .11E-11 .12E-11 .14E-11 .15E-11 .17E-11 .20E-11 .22E-11 .24E-11
 3820   88   79 .42E-12 .75E-12 .95E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
 3821   88   80 .17E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .19E-11
 3822   88   81 .19E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .20E-11 .21E-11 .21E-11
 3823   88   82 .21E-11 .23E-11 .23E-11 .22E-11 .22E-11 .22E-11 .22E-11 .22E-11 .23E-11 .23E-11
 3824   88   83 .20E-11 .24E-11 .27E-11 .30E-11 .33E-11 .36E-11 .40E-11 .45E-11 .48E-11 .51E-11
 3825   88   84 .23E-11 .29E-11 .33E-11 .36E-11 .40E-11 .43E-11 .48E-11 .54E-11 .58E-11 .61E-11
 3826   88   85 .27E-11 .34E-11 .38E-11 .42E-11 .46E-11 .50E-11 .56E-11 .63E-11 .67E-11 .71E-11
 3827   88   86 .19E-09 .31E-09 .34E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09 .36E-09
 3828   88   87 .23E-09 .38E-09 .41E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09 .43E-09
 3829   89    1 .81E-14 .98E-14 .15E-13 .23E-13 .33E-13 .44E-13 .69E-13 .10E-12 .14E-12 .18E-12
 3830   89    2 .41E-14 .49E-14 .76E-14 .11E-13 .16E-13 .22E-13 .35E-13 .52E-13 .70E-13 .88E-13
 3831   89    3 .17E-14 .84E-15 .12E-14 .21E-14 .36E-14 .59E-14 .13E-13 .26E-13 .41E-13 .59E-13
 3832   89    4 .34E-14 .17E-14 .24E-14 .41E-14 .72E-14 .12E-13 .26E-13 .51E-13 .83E-13 .12E-12
 3833   89    5 .44E-14 .37E-14 .53E-14 .83E-14 .13E-13 .18E-13 .32E-13 .54E-13 .80E-13 .11E-12
 3834   89    6 .29E-14 .24E-14 .35E-14 .55E-14 .84E-14 .12E-13 .21E-13 .36E-13 .53E-13 .72E-13
 3835   89    7 .15E-14 .12E-14 .18E-14 .28E-14 .42E-14 .60E-14 .11E-13 .18E-13 .27E-13 .36E-13
 3836   89    8 .92E-14 .10E-13 .14E-13 .21E-13 .30E-13 .41E-13 .67E-13 .10E-12 .14E-12 .17E-12
 3837   89    9 .18E-13 .20E-13 .28E-13 .42E-13 .60E-13 .82E-13 .13E-12 .20E-12 .28E-12 .34E-12
 3838   89   10 .28E-13 .30E-13 .43E-13 .63E-13 .90E-13 .12E-12 .20E-12 .31E-12 .41E-12 .52E-12
 3839   89   11 .83E-13 .11E-12 .15E-12 .20E-12 .26E-12 .31E-12 .42E-12 .56E-12 .69E-12 .81E-12
 3840   89   12 .62E-13 .82E-13 .11E-12 .15E-12 .19E-12 .23E-12 .32E-12 .42E-12 .51E-12 .61E-12
 3841   89   13 .41E-13 .55E-13 .76E-13 .10E-12 .13E-12 .16E-12 .21E-12 .28E-12 .34E-12 .40E-12
 3842   89   14 .60E-14 .48E-14 .64E-14 .90E-14 .12E-13 .16E-13 .27E-13 .43E-13 .63E-13 .85E-13
 3843   89   15 .91E-14 .72E-14 .96E-14 .14E-13 .19E-13 .25E-13 .40E-13 .65E-13 .94E-13 .13E-12
 3844   89   16 .12E-13 .96E-14 .13E-13 .18E-13 .25E-13 .33E-13 .53E-13 .86E-13 .13E-12 .17E-12
 3845   89   17 .16E-13 .16E-13 .21E-13 .28E-13 .36E-13 .45E-13 .67E-13 .97E-13 .13E-12 .17E-12
 3846   89   18 .13E-13 .12E-13 .17E-13 .22E-13 .29E-13 .36E-13 .53E-13 .78E-13 .11E-12 .13E-12
 3847   89   19 .97E-14 .94E-14 .12E-13 .17E-13 .22E-13 .27E-13 .40E-13 .58E-13 .79E-13 .10E-12
 3848   89   20 .15E-12 .18E-12 .22E-12 .29E-12 .36E-12 .43E-12 .58E-12 .75E-12 .90E-12 .10E-11
 3849   89   21 .20E-12 .23E-12 .30E-12 .38E-12 .48E-12 .58E-12 .78E-12 .10E-11 .12E-11 .14E-11
 3850   89   22 .25E-12 .29E-12 .37E-12 .48E-12 .60E-12 .72E-12 .97E-12 .13E-11 .15E-11 .17E-11
 3851   89   23 .51E-12 .67E-12 .85E-12 .10E-11 .12E-11 .14E-11 .17E-11 .21E-11 .24E-11 .27E-11
 3852   89   24 .43E-12 .56E-12 .71E-12 .87E-12 .10E-11 .12E-11 .15E-11 .18E-11 .20E-11 .23E-11
 3853   89   25 .34E-12 .44E-12 .57E-12 .70E-12 .83E-12 .95E-12 .12E-11 .14E-11 .16E-11 .18E-11
 3854   89   26 .28E-13 .27E-13 .32E-13 .41E-13 .50E-13 .60E-13 .81E-13 .11E-12 .14E-12 .17E-12
 3855   89   27 .35E-13 .33E-13 .41E-13 .51E-13 .62E-13 .75E-13 .10E-12 .14E-12 .17E-12 .21E-12
